Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
3314;Major League Baseball 2K8;X360;2008;Sports;Bethesda Softworks;0.56;0;0;0.05;0.61
3315;SimCity DS;DS;2007;Simulation;Electronic Arts;0.33;0.03;0.21;0.03;0.61
3316;Major League Baseball 2K9;X360;2009;Sports;Spike;0.56;0;0;0.05;0.61
3318;Split/Second;X360;2010;Racing;Disney Interactive Studios;0.32;0.23;0;0.06;0.61
3319;Final Fantasy IV Advance;GBA;2005;Role-Playing;Nintendo;0.27;0.1;0.22;0.01;0.61
3320;Madden NFL 2003;GBA;2002;Sports;Electronic Arts;0.44;0.16;0;0.01;0.61
3321;Tomb Raider Chronicles;PS;1999;Action;Eidos Interactive;0.34;0.23;0;0.04;0.61
3322;Harry Potter and the Goblet of Fire;GBA;2005;Action;Electronic Arts;0.44;0.16;0;0.01;0.61
3323;Dragon Ball Z: Buu's Fury;GBA;2004;Action;Atari;0.44;0.16;0;0.01;0.61
3324;Madden NFL 2002;GC;2001;Sports;Electronic Arts;0.47;0.12;0;0.02;0.61
3327;Spider-Man: Mysterio's Menace;GBA;2001;Action;Activision;0.43;0.16;0;0.01;0.61
3328;Madden NFL 2000;N64;1999;Sports;Electronic Arts;0.58;0.02;0;0;0.61
3332;Naruto: Ultimate Ninja;PS2;2003;Fighting;Atari;0.5;0.02;0;0.08;0.61
3333;Fighters Uncaged;X360;2010;Fighting;Ubisoft;0.31;0.24;0;0.06;0.61
3334;Call of Juarez: Bound in Blood;X360;2009;Shooter;Ubisoft;0.3;0.24;0;0.06;0.61
3336;Tony Hawk's Underground;GBA;2003;Sports;Activision;0.43;0.16;0;0.01;0.6
3337;Hot Shots Golf: World Invitational;PSV;2011;Sports;Sony Computer Entertainment;0.19;0.11;0.25;0.06;0.6
3339;Shadow The Hedgehog;PS2;2005;Platform;Sega;0.5;0.02;0;0.08;0.6
3340;Wave Race: Blue Storm;GC;2001;Racing;Nintendo;0.4;0.1;0.09;0.02;0.6
3341;Backyard Wrestling: Don't Try This at Home;PS2;2003;Fighting;Eidos Interactive;0.3;0.23;0;0.08;0.6
3342;Fight Night Round 2;XB;2005;Fighting;Electronic Arts;0.42;0.16;0;0.02;0.6
3344;The Golden Compass;DS;2007;Action;Sega;0.28;0.25;0;0.06;0.6
3345;NBA 2K8;PS2;2007;Sports;Take-Two Interactive;0.5;0.02;0;0.08;0.6
3347;Disney Infinity;WiiU;2013;Action;Disney Interactive Studios;0.33;0.22;0;0.05;0.6
3348;The Golden Compass;Wii;N/A;Action;Sega;0.26;0.28;0;0.07;0.6
3351;LEGO Jurassic World;3DS;2015;Action;Warner Bros. Interactive Entertainment;0.31;0.22;0.03;0.05;0.6
3352;Alice: Madness Returns;PS3;2011;Adventure;Electronic Arts;0.22;0.25;0.04;0.09;0.6
3354;Suikoden;PS;1995;Role-Playing;Konami Digital Entertainment;0.21;0.14;0.21;0.04;0.6
3355;Secret Agent Clank;PS2;2009;Platform;Sony Computer Entertainment;0.13;0.18;0;0.29;0.6
3356;Rayman Arena;PS2;2001;Racing;Ubisoft;0.29;0.23;0;0.08;0.6
3357;Avatar: The Game;PSP;2009;Action;Ubisoft;0.22;0.24;0;0.14;0.6
3358;Jaws Unleashed;PS2;2006;Action;THQ;0.5;0.02;0;0.08;0.6
3360;Half-Life;PS2;2001;Shooter;Vivendi Games;0.29;0.23;0;0.08;0.6
3362;Mickey's Speedway USA;N64;2000;Racing;Nintendo;0.37;0.08;0.14;0.01;0.6
3363;International Superstar Soccer 64;N64;1997;Sports;Konami Digital Entertainment;0.09;0.26;0.23;0.02;0.6
3364;Skylanders SWAP Force;WiiU;2013;Platform;Activision;0.4;0.15;0;0.06;0.6
3365;NASCAR Heat 2002;PS2;2001;Racing;Infogrames;0.29;0.23;0;0.08;0.6
3370;XCOM: Enemy Unknown;PS3;2012;Strategy;Take-Two Interactive;0.24;0.25;0;0.11;0.6
3371;Blur;X360;2010;Racing;Activision;0.25;0.28;0;0.06;0.6
3372;Xena: Warrior Princess;PS;1998;Adventure;Electronic Arts;0.33;0.23;0;0.04;0.6
3374;Front Mission;SNES;1995;Strategy;SquareSoft;0;0;0.6;0;0.6
3375;NHL 11;PS3;2010;Sports;Electronic Arts;0.4;0.13;0;0.07;0.6
3376;Kinect Rush: A Disney Pixar Adventure;X360;2012;Adventure;Microsoft Game Studios;0.38;0.16;0;0.05;0.6
3377;Monopoly;X360;2008;Misc;Electronic Arts;0.34;0.2;0;0.06;0.6
3379;Major League Baseball 2K7;PS2;2007;Sports;Spike;0.29;0.23;0;0.08;0.6
3380;Asphalt: Urban GT;DS;2004;Racing;Ubisoft;0.31;0.22;0;0.06;0.6
3381;The Fight: Lights Out;PS3;2010;Fighting;Sony Computer Entertainment;0.29;0.22;0;0.09;0.6
3384;Dead Space;PC;2008;Action;Electronic Arts;0;0.53;0;0.06;0.59
3385;Hot Wheels: Stunt Track Challenge;PS2;2004;Racing;THQ;0.29;0.23;0;0.08;0.59
3386;Rayman Origins;PSV;2012;Platform;Ubisoft;0.13;0.35;0;0.11;0.59
3387;London 2012: The Official Video Game of the Olympic Games;X360;2012;Sports;Sega;0.07;0.46;0;0.07;0.59
3390;Jeopardy!;Wii;2010;Misc;THQ;0.56;0;0;0.03;0.59
3392;Assassin's Creed: Brotherhood;PC;2011;Action;Ubisoft;0.15;0.34;0;0.1;0.59
3393;CyberTiger;PS;1998;Sports;Electronic Arts;0.33;0.22;0;0.04;0.59
3395;Medal of Honor: Frontline;GC;2002;Shooter;Electronic Arts;0.46;0.12;0;0.02;0.59
3396;Final Fantasy: The 4 Heroes of Light;DS;2009;Role-Playing;Square Enix;0.23;0.11;0.23;0.03;0.59
3397;Iron Man;Wii;2008;Action;Sega;0.31;0.22;0;0.06;0.59
3398;Kane & Lynch 2: Dog Days;PS3;2010;Shooter;Square Enix;0.17;0.28;0.05;0.1;0.59
3399;NFL Blitz 2001;PS;2000;Sports;Midway Games;0.33;0.22;0;0.04;0.59
3400;Total War: Shogun 2;PC;2011;Strategy;Sega;0.19;0.31;0;0.09;0.59
3402;Rock Band 2;PS2;2008;Misc;MTV Games;0.29;0.23;0;0.08;0.59
3404;LEGO Indiana Jones 2: The Adventure Continues;PSP;2009;Action;Activision;0.21;0.24;0;0.14;0.59
3405;BurgerTime;2600;1981;Puzzle;Mattel Interactive;0.55;0.03;0;0.01;0.59
3406;Naruto: The Broken Bond;X360;2008;Action;Ubisoft;0.24;0.28;0;0.07;0.59
3407;2002 FIFA World Cup;PS2;2002;Sports;Electronic Arts;0.21;0.17;0.16;0.06;0.59
3408;MVP Baseball 2004;XB;2004;Sports;Electronic Arts;0.44;0.13;0;0.02;0.59
3409;Crash Bandicoot: The Wrath of Cortex;GC;2002;Platform;Universal Interactive;0.46;0.12;0;0.02;0.59
3411;Spelling Challenges and more!;DS;2007;Misc;505 Games;0.54;0;0;0.04;0.59
3414;Extreme-G;N64;1997;Racing;Acclaim Entertainment;0.47;0.11;0;0.01;0.59
3415;Ready 2 Rumble Boxing;N64;1999;Sports;Midway Games;0.47;0.11;0;0.01;0.59
3416;Payday 2;X360;2013;Shooter;505 Games;0.33;0.21;0;0.05;0.59
3417;Dead or Alive Xtreme Beach Volleyball;XB;2003;Sports;Microsoft Game Studios;0.36;0.08;0.14;0.02;0.59
3419;SoulCalibur V;X360;2012;Fighting;Namco Bandai Games;0.39;0.14;0.02;0.04;0.59
3420;NHL 12;PS3;2011;Sports;Electronic Arts;0.36;0.16;0;0.07;0.59
3421;Tales of Zestiria;PS3;2015;Role-Playing;Namco Bandai Games;0.05;0.09;0.42;0.03;0.59
3422;Silent Hill: Shattered Memories;PS2;2010;Action;Konami Digital Entertainment;0.13;0.22;0.01;0.23;0.59
3423;Madden NFL 06;X360;N/A;Sports;Electronic Arts;0.54;0;0.01;0.03;0.59
3427;Lost: Via Domus;X360;2008;Action;Ubisoft;0.18;0.34;0;0.07;0.59
3428;Mega Man Anniversary Collection;PS2;2004;Platform;Capcom;0.29;0.22;0;0.08;0.59
3430;Dark Souls II;PS4;2015;Role-Playing;Namco Bandai Games;0.2;0.22;0.08;0.08;0.59
3431;Ben 10: Alien Force;PSP;2008;Action;Koch Media;0.35;0.14;0;0.1;0.59
3432;Deus Ex: Human Revolution;PC;2011;Shooter;Square Enix;0.25;0.25;0;0.09;0.59
3434;Harvest Moon: Friends of Mineral Town;GBA;2003;Simulation;Ubisoft;0.34;0.13;0.11;0.01;0.59
3436;FIFA Soccer 10;DS;2009;Sports;Electronic Arts;0.14;0.37;0;0.07;0.59
3437;Kirby's Dream Course;SNES;1994;Sports;Nintendo;0;0;0.59;0;0.59
3439;Mega Man X7;PS2;2003;Action;Capcom;0.22;0.17;0.14;0.06;0.58
3440;Top Spin 3;Wii;2008;Action;Take-Two Interactive;0.15;0.37;0;0.07;0.58
3442;SpongeBob SquarePants featuring Nicktoons: Globs of Doom;PS2;2008;Action;THQ;0.29;0.22;0;0.07;0.58
3443;The Conduit;Wii;2009;Shooter;Sega;0.29;0.23;0;0.06;0.58
3446;Diablo;PS;1997;Role-Playing;Electronic Arts;0.29;0.19;0.07;0.04;0.58
3448;NHL 15;PS4;2014;Sports;Electronic Arts;0.3;0.18;0;0.1;0.58
3449;Q*bert;2600;1982;Puzzle;Parker Bros.;0.55;0.03;0;0.01;0.58
3450;Romancing SaGa;PS2;2005;Role-Playing;Square Enix;0.06;0.04;0.47;0.01;0.58
3451;The Lord of the Rings: The Third Age;PS2;2004;Role-Playing;Electronic Arts;0.49;0.02;0;0.08;0.58
3453;Trivial Pursuit;Wii;2009;Misc;Electronic Arts;0.21;0.31;0;0.07;0.58
3454;The Legend of Spyro: Dawn of the Dragon;Wii;2008;Platform;Vivendi Games;0.35;0.18;0;0.05;0.58
3455;The Sims 3: World Adventures;PC;2009;Simulation;Electronic Arts;0.02;0.18;0;0.39;0.58
3456;Kinect Sports Rivals;XOne;2014;Sports;Microsoft Game Studios;0.3;0.22;0.02;0.04;0.58
3457;Rayman Origins;Wii;2011;Platform;Ubisoft;0.23;0.29;0;0.07;0.58
3458;WWE 2K16;XOne;2015;Sports;Take-Two Interactive;0.31;0.22;0;0.05;0.58
3459;Titanfall;PC;2014;Shooter;Electronic Arts;0.21;0.3;0;0.07;0.58
3460;NCAA Football 09;PS3;2008;Sports;Electronic Arts;0.54;0;0;0.04;0.58
3461;Tom Clancy's HAWX;X360;2009;Action;Ubisoft;0.31;0.19;0.02;0.06;0.58
3462;Sammy Sosa High Heat Baseball 2001;PS;2000;Sports;3DO;0.32;0.22;0;0.04;0.58
3464;Terminator 3: Rise of the Machines;PS2;2003;Action;Atari;0.28;0.22;0;0.07;0.58
3468;World Cup 98;N64;1998;Sports;Electronic Arts;0.14;0.4;0;0.04;0.58
3469;International Superstar Soccer '98;N64;1998;Sports;Konami Digital Entertainment;0.06;0.3;0.19;0.03;0.58
3470;NASCAR: Dirt to Daytona;PS2;N/A;Racing;Unknown;0.28;0.22;0;0.07;0.58
3472;Digimon World 2;PS;2000;Role-Playing;Namco Bandai Games;0.23;0.16;0.16;0.04;0.58
3473;Tales of Phantasia;PS;1998;Role-Playing;Namco Bandai Games;0;0;0.54;0.04;0.58
3474;Prince of Persia: The Two Thrones;XB;2005;Action;Ubisoft;0.33;0.22;0;0.03;0.58
3476;Gex: Enter the Gecko;PS;1998;Platform;BMG Interactive Entertainment;0.32;0.22;0;0.04;0.58
3479;JoJo's Bizarre Adventure: All Star Battle;PS3;2013;Fighting;Namco Bandai Games;0.05;0.02;0.5;0.01;0.58
3481;Contra: Shattered Soldier;PS2;2002;Shooter;Konami Digital Entertainment;0.28;0.22;0;0.07;0.58
3482;Championship Motocross featuring Ricky Carmichael;PS;1998;Racing;THQ;0.32;0.22;0;0.04;0.58
3484;NBA 2K7;X360;2006;Sports;Take-Two Interactive;0.53;0;0;0.04;0.58
3485;WWE 2K16;PS3;2015;Sports;Take-Two Interactive;0.21;0.27;0;0.09;0.58
3488;Rock Band 3;PS3;2010;Misc;MTV Games;0.43;0.09;0;0.06;0.58
3489;Disgaea 4: A Promise Unforgotten;PS3;2011;Role-Playing;Nippon Ichi Software;0.27;0.11;0.14;0.06;0.58
3490;BlazBlue: Calamity Trigger;PS3;2009;Fighting;PQube;0.36;0.1;0.06;0.06;0.58
3491;Tenchu 2: Birth of the Stealth Assassins;PS;2000;Action;Activision;0.32;0.22;0;0.04;0.58
3492;Tony Hawk's Pro Skater 4;GC;2002;Sports;Activision;0.45;0.12;0;0.02;0.58
3493;MLB 11: The Show;PS3;2011;Sports;Sony Computer Entertainment;0.54;0;0;0.04;0.58
3494;Naruto: Uzumaki Chronicles 2;PS2;2006;Action;Namco Bandai Games;0.28;0.22;0;0.07;0.58
3495;NHL 06;PS2;2005;Sports;Electronic Arts;0.48;0.02;0;0.08;0.58
3496;NHL 10;PS3;2009;Sports;Electronic Arts;0.38;0.12;0;0.07;0.58
3497;Rooms: The Main Building;DS;2010;Adventure;Nintendo;0.1;0.41;0.01;0.06;0.58
3499;Parasite Eve II;PS;1999;Role-Playing;SquareSoft;0.32;0.22;0;0.04;0.58
3500;Tetris Party Deluxe;Wii;2010;Puzzle;Nintendo;0.34;0.17;0.02;0.05;0.58
3501;NFL Blitz 2000;N64;1999;Sports;Midway Games;0.55;0.02;0;0;0.58
3503;Madden NFL 2002;XB;N/A;Sports;Unknown;0.53;0.02;0;0.03;0.58
3504;NCAA Football 10;PS2;2009;Sports;Electronic Arts;0.28;0.22;0;0.07;0.58
3505;Top Spin 3;PS3;2008;Action;Take-Two Interactive;0.08;0.37;0;0.12;0.57
3506;Shin Megami Tensei IV;3DS;2013;Role-Playing;Atlus;0.28;0;0.27;0.02;0.57
3507;Theme Park;PS;1994;Simulation;Electronic Arts;0.24;0.16;0.13;0.04;0.57
3508;Blacksite: Area 51;X360;2007;Shooter;Midway Games;0.29;0.23;0;0.06;0.57
3509;Spider-Man 3;X360;2007;Platform;Activision;0.49;0.04;0;0.04;0.57
3510;ATV Offroad Fury: Blazin' Trails;PSP;2005;Racing;SouthPeak Games;0.53;0;0;0.04;0.57
3511;Far Cry Instincts;XB;2005;Shooter;Ubisoft;0.32;0.24;0;0.02;0.57
3512;Hasbro Family Game Night;PS2;2008;Puzzle;Electronic Arts;0.28;0.22;0;0.07;0.57
3513;Tony Hawk's Pro Skater 4;GBA;2002;Sports;Activision;0.41;0.15;0;0.01;0.57
3514;Up;Wii;2009;Action;THQ;0.23;0.28;0;0.06;0.57
3515;Tales of the Abyss;PS2;2005;Role-Playing;Namco Bandai Games;0;0;0.57;0;0.57
3516;Disney Universe;X360;2011;Action;Disney Interactive Studios;0.37;0.15;0;0.05;0.57
3517;Iron Man;X360;2008;Action;Sega;0.27;0.24;0;0.06;0.57
3519;Spyro Orange: The Cortex Conspiracy;GBA;2004;Action;Vivendi Games;0.41;0.15;0;0.01;0.57
3521;SpongeBob SquarePants featuring Nicktoons: Globs of Doom;DS;2008;Action;THQ;0.53;0;0;0.04;0.57
3522;Beyond The Beyond;PS;1995;Role-Playing;Sony Computer Entertainment;0.11;0.08;0.35;0.04;0.57
3523;Ben 10: Alien Force;PS2;2008;Action;Koch Media;0.22;0.02;0;0.33;0.57
3525;Warhammer 40,000: Space Marine;X360;2011;Shooter;THQ;0.25;0.27;0;0.06;0.57
3526;Madden NFL 06;GC;2005;Sports;Electronic Arts;0.44;0.11;0;0.02;0.57
3527;No More Heroes;Wii;2007;Action;Rising Star Games;0.3;0.17;0.04;0.05;0.57
3528;Assassin's Creed II;PC;2010;Action;Ubisoft;0.01;0.45;0;0.11;0.57
3530;Naruto: Ultimate Ninja 2;PS2;2004;Fighting;Namco Bandai Games;0.47;0.02;0;0.08;0.57
3531;Defiance;X360;2013;Shooter;Trion Worlds;0.38;0.15;0;0.04;0.57
3532;Dogz;DS;2006;Simulation;Ubisoft;0.51;0.02;0;0.04;0.57
3533;3D Dot Game Heroes;PS3;2009;Role-Playing;SouthPeak Games;0.36;0.12;0.03;0.07;0.57
3537;Pro Evolution Soccer 2012;PSP;2011;Action;Konami Digital Entertainment;0.1;0.12;0.29;0.07;0.57
3539;Blood Wake;XB;2001;Shooter;Microsoft Game Studios;0.43;0.12;0;0.02;0.57
3540;Dynasty Warriors 5: Xtreme Legends;PS2;2005;Action;Tecmo Koei;0.11;0.08;0.35;0.03;0.57
3542;Dora The Explorer: Dora Saves the Snow Princess;Wii;2008;Platform;Take-Two Interactive;0.5;0.03;0;0.04;0.57
3545;Wreckless: ThE YaKuza MisSiOns;XB;2002;Racing;Activision;0.42;0.11;0.02;0.02;0.57
3548;Spec Ops: The Line;PS3;2012;Shooter;Take-Two Interactive;0.19;0.25;0.04;0.09;0.57
3550;Bratz 4 Real;DS;2007;Adventure;THQ;0.29;0.22;0;0.06;0.57
3551;RalliSport Challenge;XB;2002;Racing;Microsoft Game Studios;0.39;0.16;0;0.02;0.57
3552;Resident Evil Outbreak File #2;PS2;2004;Action;Capcom;0.19;0.15;0.17;0.05;0.57
3554;XIII;PS2;2003;Shooter;Ubisoft;0.28;0.22;0;0.07;0.57
3555;NHL 14;PS3;2013;Sports;Electronic Arts;0.28;0.19;0;0.09;0.57
3556;LEGO Rock Band;X360;2009;Misc;Warner Bros. Interactive Entertainment;0.4;0.12;0;0.05;0.57
3557;Bolt;Wii;2008;Adventure;Disney Interactive Studios;0.19;0.31;0;0.06;0.57
3558;Top Spin 3;X360;2008;Action;Take-Two Interactive;0.09;0.4;0;0.07;0.57
3559;Tom Clancy's HAWX;PS3;2009;Action;Ubisoft;0.21;0.22;0.05;0.09;0.57
3560;LEGO Dimensions;X360;2015;Action;Warner Bros. Interactive Entertainment;0.24;0.28;0;0.05;0.56
3561;Breath of Fire IV;PS;2000;Role-Playing;Capcom;0.11;0.08;0.34;0.04;0.56
3563;Odin Sphere;PS2;2007;Role-Playing;Square Enix;0.23;0.18;0.09;0.06;0.56
3565;The Incredible Hulk;GBA;2003;Action;Universal Interactive;0.4;0.15;0;0.01;0.56
3566;Ms. Pac-Man Maze Madness;GBA;2004;Puzzle;Zoo Digital Publishing;0.4;0.15;0;0.01;0.56
3567;Arena Football;PS2;2006;Sports;Electronic Arts;0.28;0.22;0;0.07;0.56
3568;The Lord of the Rings: The Return of the King;GBA;2003;Action;Electronic Arts;0.4;0.15;0;0.01;0.56
3569;NHL Hitz 20-02;PS2;2001;Sports;Midway Games;0.28;0.22;0;0.07;0.56
3571;The Sims: Bustin' Out;XB;2003;Simulation;Electronic Arts;0.4;0.14;0;0.02;0.56
3572;NCAA March Madness 07;PS2;2007;Sports;Electronic Arts;0.28;0.22;0;0.07;0.56
3573;Monsters, Inc. Scream Team;PS;2001;Platform;Sony Computer Entertainment;0.31;0.21;0;0.04;0.56
3575;Tony Hawk's Project 8;PSP;2006;Sports;Activision;0.41;0.08;0;0.07;0.56
3576;Yu-Gi-Oh! World Championship Tournament 2004;GBA;2004;Misc;Konami Digital Entertainment;0.4;0.15;0;0.01;0.56
3578;Hotel Dusk: Room 215;DS;2007;Adventure;Nintendo;0.27;0.05;0.22;0.03;0.56
3579;Knockout Kings 2001;PS2;2001;Fighting;Electronic Arts;0.28;0.21;0;0.07;0.56
3580;Army Men: Sarge's Heroes;PS;1999;Action;3DO;0.31;0.21;0;0.04;0.56
3583;Battlefield 2: Modern Combat;XB;2005;Shooter;Electronic Arts;0.39;0.15;0;0.02;0.56
3584;Wolfenstein;X360;2009;Shooter;Activision;0.28;0.22;0;0.06;0.56
3585;All-Star Baseball 2002;PS2;2001;Sports;Acclaim Entertainment;0.27;0.21;0;0.07;0.56
3588;NASCAR Rumble;PS;2000;Racing;Electronic Arts;0.31;0.21;0;0.04;0.56
3590;Tony Hawk's Proving Ground;X360;2007;Sports;Activision;0.49;0.02;0;0.04;0.56
3591;WWE Raw 2;XB;2003;Fighting;THQ;0.43;0.11;0;0.02;0.56
3594;Manhunt 2;PS2;2007;Action;Take-Two Interactive;0.27;0.21;0;0.07;0.56
3595;Xenoblade Chronicles;3DS;2015;Role-Playing;Nintendo;0.26;0.14;0.12;0.04;0.56
3596;Fullmetal Alchemist and the Broken Angel;PS2;2003;Role-Playing;Square Enix;0.15;0.12;0.26;0.04;0.56
3598;Final Fantasy IV: The Complete Collection;PSP;2011;Role-Playing;Square Enix;0.13;0.09;0.27;0.06;0.56
3599;Frontlines: Fuel of War;X360;2008;Shooter;THQ;0.34;0.15;0.01;0.05;0.56
3600;Lips: Number One Hits;X360;2009;Misc;Microsoft Game Studios;0.15;0.35;0;0.07;0.56
3601;Hamtaro: Ham-Hams Unite!;GB;2001;Role-Playing;Nintendo;0;0;0.56;0;0.56
3602;Batman Begins;PS2;2005;Action;Electronic Arts;0.27;0.21;0;0.07;0.56
3604;Dr. Seuss' The Cat in the Hat;PS2;2003;Misc;Vivendi Games;0.27;0.21;0;0.07;0.56
3606;Yu-Gi-Oh! Reshef of Destruction;GBA;2003;Strategy;Konami Digital Entertainment;0.4;0.15;0;0.01;0.56
3607;Blinx: The Time Sweeper;XB;2002;Platform;Microsoft Game Studios;0.39;0.15;0;0.02;0.56
3608;Madagascar: Escape 2 Africa;Wii;2008;Action;Activision;0.32;0.18;0;0.05;0.56
3610;ESPN NFL Football;PS2;2003;Sports;Sega;0.27;0.21;0;0.07;0.56
3611;Fatal Fury Special;SNES;1994;Fighting;Takara;0;0;0.56;0;0.56
3612;Catz;DS;2006;Simulation;Ubisoft;0.49;0.02;0;0.04;0.56
3613;Major League Baseball 2K5;XB;2005;Sports;Take-Two Interactive;0.52;0.02;0;0.02;0.56
3615;WWE 2K15;XOne;2014;Sports;Take-Two Interactive;0.28;0.23;0;0.04;0.56
3617;Soul Sacrifice;PSV;2013;Role-Playing;Sony Computer Entertainment;0.18;0.09;0.22;0.06;0.56
3618;G-Force;DS;2009;Action;Disney Interactive Studios;0.27;0.23;0;0.06;0.56
3619;Tiger Woods PGA Tour 11;Wii;2010;Sports;Electronic Arts;0.24;0.26;0;0.06;0.56
3621;Rune Factory: A Fantasy Harvest Moon;DS;2006;Role-Playing;Rising Star Games;0.37;0.02;0.14;0.03;0.56
3624;MX 2002 Featuring Ricky Carmichael;PS2;2001;Racing;THQ;0.27;0.21;0;0.07;0.56
3625;Purr Pals;DS;2007;Simulation;THQ;0.18;0.36;0;0.02;0.56
3626;NCAA Football 07;XB;2006;Sports;Electronic Arts;0.42;0.12;0;0.01;0.56
3631;NBA Showtime: NBA on NBC;PS;1999;Sports;Midway Games;0.31;0.21;0;0.04;0.55
3633;Dragon Age: Inquisition;X360;2014;Role-Playing;Electronic Arts;0.35;0.16;0;0.05;0.55
3635;Metal Gear Solid 3: Subsistence;PS2;2005;Action;Konami Digital Entertainment;0.34;0.01;0.15;0.06;0.55
3636;Sly Cooper: Thieves in Time;PS3;2013;Platform;Sony Computer Entertainment Europe;0.35;0.13;0;0.08;0.55
3638;Daytona USA;SAT;1994;Racing;Sega;0;0;0.55;0;0.55
3640;Tiger Woods PGA Tour 13;PS3;2012;Sports;Electronic Arts;0.24;0.22;0;0.09;0.55
3648;Fighting Force 2;PS;1999;Action;Eidos Interactive;0.31;0.21;0;0.04;0.55
3651;Extermination;PS2;2001;Action;Sony Computer Entertainment;0.21;0.16;0.12;0.05;0.55
3653;Unit 13;PSV;2012;Shooter;Sony Computer Entertainment;0.29;0.15;0.04;0.07;0.55
3655;TMNT;X360;2007;Action;Ubisoft;0.47;0.04;0;0.04;0.55
3656;F.E.A.R.;PS3;2007;Shooter;Vivendi Games;0.18;0.27;0;0.1;0.55
3660;NBA 2K8;PS3;2007;Sports;Take-Two Interactive;0.5;0.01;0;0.05;0.55
3661;Barbie Horse Adventures: Riding Camp;DS;2008;Sports;Activision;0.51;0;0;0.04;0.55
3663;Tony Hawk's Pro Skater 3;XB;2002;Sports;Activision;0.34;0.18;0;0.02;0.55
3664;Mega Man Zero;GBA;2002;Platform;Capcom;0.22;0.08;0.24;0.01;0.55
3665;Contender 2;PS;2000;Fighting;3DO;0.31;0.21;0;0.04;0.55
3667;Star Wars: Dark Forces;PS;1996;Shooter;LucasArts;0.31;0.21;0;0.04;0.55
3670;Shrek 2;XB;2004;Platform;Activision;0.4;0.13;0;0.02;0.55
3672;Time Crisis: Razing Storm;PS3;2010;Shooter;Namco Bandai Games;0.18;0.21;0.07;0.08;0.55
3676;Rune Factory 4;3DS;2012;Role-Playing;Xseed Games;0.31;0;0.21;0.03;0.55
3677;Summer Sports: Paradise Island;Wii;2008;Sports;Ubisoft;0.49;0.02;0;0.04;0.55
3678;Tak and the Power of Juju;GBA;2003;Platform;THQ;0.39;0.15;0;0.01;0.55
3679;Dynasty Warriors: Gundam 3;PS3;2010;Action;Tecmo Koei;0.11;0.05;0.36;0.02;0.55
3681;Turok: Evolution;XB;2002;Shooter;Acclaim Entertainment;0.39;0.14;0;0.02;0.55
3682;Jak X: Combat Racing;PS2;2005;Racing;Sony Computer Entertainment;0.45;0.02;0;0.07;0.55
3683;Metro 2033;X360;2010;Shooter;THQ;0.22;0.24;0.03;0.05;0.55
3684;Are You Smarter than a 5th Grader? Make the Grade;Wii;2008;Misc;THQ;0.51;0;0;0.04;0.55
3685;American Idol;PS2;2003;Misc;Codemasters;0.27;0.21;0;0.07;0.55
3687;Red Dead Revolver;XB;2004;Shooter;Take-Two Interactive;0.4;0.12;0;0.02;0.55
3688;Dragon Ball Z: Shin Budokai;PSP;2006;Fighting;Atari;0.26;0.08;0.13;0.07;0.55
3690;Iron Man;PS2;2008;Action;Sega;0.36;0;0;0.19;0.54
3692;Tiger Woods PGA Tour 08;X360;2007;Sports;Electronic Arts;0.49;0.02;0;0.04;0.54
3693;NBA Live 10;PS3;2009;Sports;Electronic Arts;0.46;0.03;0.01;0.05;0.54
3694;The SpongeBob SquarePants Movie;XB;2004;Platform;THQ;0.4;0.12;0;0.02;0.54
3695;FIFA Soccer 07;XB;2006;Sports;Electronic Arts;0.16;0.35;0;0.04;0.54
3698;Excite Truck;Wii;2006;Racing;Nintendo;0.4;0.03;0.08;0.04;0.54
3699;Sacred 2: Fallen Angel;X360;2009;Role-Playing;Deep Silver;0.29;0.17;0.04;0.05;0.54
3701;Dance Dance Revolution Ultramix;XB;2003;Simulation;Konami Digital Entertainment;0.42;0.11;0;0.02;0.54
3702;ModNation Racers;PSP;2010;Racing;Sony Computer Entertainment;0.11;0.27;0.02;0.14;0.54
3703;Crash Tag Team Racing;PS2;2005;Racing;Vivendi Games;0.27;0.21;0;0.07;0.54
3704;Two Worlds II;X360;2011;Role-Playing;Unknown;0.4;0.08;0.03;0.04;0.54
3705;Sonic & All-Stars Racing Transformed;PS3;2012;Racing;Sega;0.08;0.33;0.01;0.11;0.54
3706;Michael Jackson: The Experience;PS3;2011;Misc;Ubisoft;0.25;0.2;0;0.08;0.54
3707;Front Mission 4;PS2;2003;Strategy;Square Enix;0.14;0.11;0.25;0.04;0.54
3709;LEGO Dimensions;PS3;2015;Action;Warner Bros. Interactive Entertainment;0.15;0.3;0;0.09;0.54
3710;Inazuma Eleven;DS;2008;Role-Playing;Nintendo;0;0.14;0.38;0.02;0.54
3714;Manhunt 2;Wii;2007;Action;Take-Two Interactive;0.25;0.23;0;0.06;0.54
3717;Def Jam: Fight for NY;XB;N/A;Fighting;Electronic Arts;0.43;0.1;0;0.02;0.54
3719;Gauntlet Legends;N64;1999;Action;Midway Games;0.43;0.1;0;0.01;0.54
3722;Dragon Ball Z: Ultimate Tenkaichi;X360;2011;Fighting;Namco Bandai Games;0.39;0.1;0.01;0.04;0.54
3723;Tales of Symphonia;PS3;2013;Role-Playing;Namco Bandai Games;0.21;0.13;0.13;0.06;0.54
